mir,GO,gene
miR-10b,GO:0010832~negative regulation of myotube differentiation,NOTCH1
miR-10b,GO:0014031~mesenchymal cell development,NOTCH1
miR-10b,GO:0014807~regulation of somitogenesis,NOTCH1
miR-10b,GO:0021515~cell differentiation in spinal cord,NOTCH1
miR-10b,GO:0021915~neural tube development,NOTCH1
miR-10b,GO:0030154~cell differentiation,NOTCH1
miR-10b,GO:0030216~keratinocyte differentiation,NOTCH1
miR-10b,GO:0030279~negative regulation of ossification,NOTCH1
miR-10b,GO:0030324~lung development,NOTCH1
miR-10b,GO:0030335~positive regulation of cell migration,NOTCH1
miR-10b,GO:0030513~positive regulation of BMP signaling pathway,NOTCH1
miR-10b,GO:0030514~negative regulation of BMP signaling pathway,NOTCH1
miR-10b,GO:0030900~forebrain development,NOTCH1
miR-10b,GO:0031069~hair follicle morphogenesis,NOTCH1
miR-10b,GO:0031100~organ regeneration,NOTCH1
miR-10b,GO:0031960~response to corticosteroid,NOTCH1
miR-10b,GO:0032495~response to muramyl dipeptide,NOTCH1
miR-10b,GO:0032496~response to lipopolysaccharide,NOTCH1
miR-10b,GO:0035116~embryonic hindlimb morphogenesis,NOTCH1
miR-10b,GO:0035148~tube formation,NOTCH1
miR-10b,GO:0035914~skeletal muscle cell differentiation,NOTCH1
miR-10b,GO:0035924~cellular response to vascular endothelial growth factor stimulus,NOTCH1
miR-10b,GO:0042246~tissue regeneration,NOTCH1
miR-10b,GO:0043065~positive regulation of apoptotic process,NOTCH1
miR-10b,GO:0043086~negative regulation of catalytic activity,NOTCH1
miR-10b,GO:0045070~positive regulation of viral genome replication,NOTCH1
miR-10b,GO:0045603~positive regulation of endothelial cell differentiation,NOTCH1
miR-10b,GO:0045608~negative regulation of auditory receptor cell differentiation,NOTCH1
miR-10b,GO:0045618~positive regulation of keratinocyte differentiation,NOTCH1
miR-10b,GO:0045662~negative regulation of myoblast differentiation,NOTCH1
miR-10b,GO:0045668~negative regulation of osteoblast differentiation,NOTCH1
miR-10b,GO:0045747~positive regulation of Notch signaling pathway,NOTCH1
miR-10b,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,NOTCH1
miR-10b,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,NOTCH1
miR-10b,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,NOTCH1
miR-10b,GO:0045955~negative regulation of calcium ion-dependent exocytosis,NOTCH1
miR-10b,GO:0046427~positive regulation of JAK-STAT cascade,NOTCH1
miR-10b,GO:0046533~negative regulation of photoreceptor cell differentiation,NOTCH1
miR-10b,GO:0048103~somatic stem cell division,NOTCH1
miR-10b,GO:0048708~astrocyte differentiation,NOTCH1
miR-10b,GO:0048709~oligodendrocyte differentiation,NOTCH1
miR-10b,GO:0048711~positive regulation of astrocyte differentiation,NOTCH1
miR-10b,GO:0048715~negative regulation of oligodendrocyte differentiation,NOTCH1
miR-10b,GO:0048754~branching morphogenesis of an epithelial tube,NOTCH1
miR-10b,GO:0050434~positive regulation of viral transcription,NOTCH1
miR-10b,GO:0050679~positive regulation of epithelial cell proliferation,NOTCH1
miR-10b,GO:0050768~negative regulation of neurogenesis,NOTCH1
miR-10b,GO:0055008~cardiac muscle tissue morphogenesis,NOTCH1
miR-10b,GO:0060038~cardiac muscle cell proliferation,NOTCH1
miR-10b,GO:0060045~positive regulation of cardiac muscle cell proliferation,NOTCH1
miR-10b,GO:0060253~negative regulation of glial cell proliferation,NOTCH1
miR-10b,GO:0060271~cilium morphogenesis,NOTCH1
miR-10b,GO:0060317~cardiac epithelial to mesenchymal transition,NOTCH1
miR-10b,GO:0060411~cardiac septum morphogenesis,NOTCH1
miR-10b,GO:0060412~ventricular septum morphogenesis,NOTCH1
miR-10b,GO:0060528~secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development,NOTCH1
miR-10b,GO:0060740~prostate gland epithelium morphogenesis,NOTCH1
miR-10b,GO:0060768~regulation of epithelial cell proliferation involved in prostate gland development,NOTCH1
miR-10b,GO:0060842~arterial endothelial cell differentiation,NOTCH1
miR-10b,GO:0060843~venous endothelial cell differentiation,NOTCH1
miR-10b,GO:0060948~cardiac vascular smooth muscle cell development,NOTCH1
miR-10b,GO:0060956~endocardial cell differentiation,NOTCH1
miR-10b,GO:0060979~vasculogenesis involved in coronary vascular morphogenesis,NOTCH1
miR-10b,GO:0060982~coronary artery morphogenesis,NOTCH1
miR-10b,GO:0061314~Notch signaling involved in heart development,NOTCH1
miR-10b,GO:0061384~heart trabecula morphogenesis,NOTCH1
miR-10b,GO:0061419~positive regulation of transcription from RNA polymerase II promoter in response to hypoxia,NOTCH1
miR-10b,GO:0070986~left/right axis specification,NOTCH1
miR-10b,GO:0071372~cellular response to follicle-stimulating hormone stimulus,NOTCH1
miR-10b,GO:0072017~distal tubule development,NOTCH1
miR-10b,GO:0072044~collecting duct development,NOTCH1
miR-10b,GO:0072144~glomerular mesangial cell development,NOTCH1
miR-10b,GO:0072602~interleukin-4 secretion,NOTCH1
miR-10b,GO:0090051~negative regulation of cell migration involved in sprouting angiogenesis,NOTCH1
miR-10b,GO:0090090~negative regulation of canonical Wnt signaling pathway,NOTCH1
miR-10b,GO:0097150~neuronal stem cell population maintenance,NOTCH1
miR-10b,GO:1901201~regulation of extracellular matrix assembly,NOTCH1
miR-10b,GO:1902263~apoptotic process involved in embryonic digit morphogenesis,NOTCH1
miR-10b,GO:1903849~positive regulation of aorta morphogenesis,NOTCH1
miR-10b,GO:2000737~negative regulation of stem cell differentiation,NOTCH1
miR-10b,GO:2000811~negative regulation of anoikis,NOTCH1
miR-10b,GO:2000974~negative regulation of pro-B cell differentiation,NOTCH1
miR-10b,GO:2001027~negative regulation of endothelial cell chemotaxis<COMMA>,NOTCH1
miR-10b,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,NR4A3
miR-10b,GO:0001707~mesoderm formation,NR4A3
miR-10b,GO:0006351~transcription<COMMA> DNA-templated,NR4A3
miR-10b,GO:0006367~transcription initiation from RNA polymerase II promoter,NR4A3
miR-10b,GO:0007369~gastrulation,NR4A3
miR-10b,GO:0007411~axon guidance,NR4A3
miR-10b,GO:0009444~pyruvate oxidation,NR4A3
miR-10b,GO:0010613~positive regulation of cardiac muscle hypertrophy,NR4A3
miR-10b,GO:0010828~positive regulation of glucose transport,NR4A3
miR-10b,GO:0021766~hippocampus development,NR4A3
miR-10b,GO:0030522~intracellular receptor signaling pathway,NR4A3
miR-10b,GO:0030534~adult behavior,NR4A3
miR-10b,GO:0031100~organ regeneration,NR4A3
miR-10b,GO:0032765~positive regulation of mast cell cytokine production,NR4A3
miR-10b,GO:0035726~common myeloid progenitor cell proliferation,NR4A3
miR-10b,GO:0038097~positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway,NR4A3
miR-10b,GO:0042542~response to hydrogen peroxide,NR4A3
miR-10b,GO:0043303~mast cell degranulation,NR4A3
miR-10b,GO:0043401~steroid hormone mediated signaling pathway,NR4A3
miR-10b,GO:0043524~negative regulation of neuron apoptotic process,NR4A3
miR-10b,GO:0044320~cellular response to leptin stimulus,NR4A3
miR-10b,GO:0045333~cellular respiration,NR4A3
miR-10b,GO:0045444~fat cell differentiation,NR4A3
miR-10b,GO:0045787~positive regulation of cell cycle,NR4A3
miR-10b,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,NR4A3
miR-10b,GO:0046321~positive regulation of fatty acid oxidation,NR4A3
miR-10b,GO:0048660~regulation of smooth muscle cell proliferation,NR4A3
miR-10b,GO:0048661~positive regulation of smooth muscle cell proliferation,NR4A3
miR-10b,GO:0048752~semicircular canal morphogenesis,NR4A3
miR-10b,GO:0050679~positive regulation of epithelial cell proliferation,NR4A3
miR-10b,GO:0050885~neuromuscular process controlling balance,NR4A3
miR-10b,GO:0060005~vestibular reflex,NR4A3
miR-10b,GO:0061469~regulation of type B pancreatic cell proliferation,NR4A3
miR-10b,GO:0071376~cellular response to corticotropin-releasing hormone stimulus,NR4A3
miR-10b,GO:0071870~cellular response to catecholamine stimulus,NR4A3
miR-10b,GO:0097009~energy homeostasis,NR4A3
miR-10b,GO:1900625~positive regulation of monocyte aggregation,NR4A3
miR-10b,GO:1903208~negative regulation of hydrogen peroxide-induced neuron death,NR4A3
miR-10b,GO:2000108~positive regulation of leukocyte apoptotic process,NR4A3
miR-10b,GO:2000253~positive regulation of feeding behavior,NR4A3
miR-10b,GO:2000505~regulation of energy homeostasis<COMMA>,NR4A3
miR-10b,GO:0001525~angiogenesis,NRP2
miR-10b,GO:0001938~positive regulation of endothelial cell proliferation,NRP2
miR-10b,GO:0007155~cell adhesion,NRP2
miR-10b,GO:0007411~axon guidance,NRP2
miR-10b,GO:0007507~heart development,NRP2
miR-10b,GO:0010595~positive regulation of endothelial cell migration,NRP2
miR-10b,GO:0021612~facial nerve structural organization,NRP2
miR-10b,GO:0021649~vestibulocochlear nerve structural organization,NRP2
miR-10b,GO:0021675~nerve development,NRP2
miR-10b,GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus,NRP2
miR-10b,GO:0036486~ventral trunk neural crest cell migration,NRP2
miR-10b,GO:0038084~vascular endothelial growth factor signaling pathway,NRP2
miR-10b,GO:0048010~vascular endothelial growth factor receptor signaling pathway,NRP2
miR-10b,GO:0048846~axon extension involved in axon guidance,NRP2
miR-10b,GO:0050919~negative chemotaxis,NRP2
miR-10b,GO:0061549~sympathetic ganglion development,NRP2
miR-10b,GO:0061551~trigeminal ganglion development,NRP2
miR-10b,GO:0097374~sensory neuron axon guidance,NRP2
miR-10b,GO:0097490~sympathetic neuron projection extension,NRP2
miR-10b,GO:0097491~sympathetic neuron projection guidance,NRP2
miR-10b,GO:1901166~neural crest cell migration involved in autonomic nervous system development,NRP2
miR-10b,GO:1902285~semaphorin-plexin signaling pathway involved in neuron projection guidance,NRP2
miR-10b,GO:1903375~facioacoustic ganglion development,NRP2
miR-10b,GO:1904835~dorsal root ganglion morphogenesis<COMMA>,NRP2
miR-10b,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PAX6
miR-10b,GO:0000132~establishment of mitotic spindle orientation,PAX6
miR-10b,GO:0001568~blood vessel development,PAX6
miR-10b,GO:0001654~eye development,PAX6
miR-10b,GO:0001709~cell fate determination,PAX6
miR-10b,GO:0001764~neuron migration,PAX6
miR-10b,GO:0001933~negative regulation of protein phosphorylation,PAX6
miR-10b,GO:0002052~positive regulation of neuroblast proliferation,PAX6
miR-10b,GO:0002088~lens development in camera-type eye,PAX6
miR-10b,GO:0003309~type B pancreatic cell differentiation,PAX6
miR-10b,GO:0003322~pancreatic A cell development,PAX6
miR-10b,GO:0006351~transcription<COMMA> DNA-templated,PAX6
miR-10b,GO:0006355~regulation of transcription<COMMA> DNA-templated,PAX6
miR-10b,GO:0006366~transcription from RNA polymerase II promoter,PAX6
miR-10b,GO:0007224~smoothened signaling pathway,PAX6
miR-10b,GO:0007275~multicellular organism development,PAX6
miR-10b,GO:0007411~axon guidance,PAX6
miR-10b,GO:0007417~central nervous system development,PAX6
miR-10b,GO:0007435~salivary gland morphogenesis,PAX6
miR-10b,GO:0007601~visual perception,PAX6
miR-10b,GO:0009611~response to wounding,PAX6
miR-10b,GO:0009786~regulation of asymmetric cell division,PAX6
miR-10b,GO:0009887~organ morphogenesis,PAX6
miR-10b,GO:0009950~dorsal/ventral axis specification,PAX6
miR-10b,GO:0010628~positive regulation of gene expression,PAX6
miR-10b,GO:0016567~protein ubiquitination,PAX6
miR-10b,GO:0021778~oligodendrocyte cell fate specification,PAX6
miR-10b,GO:0021796~cerebral cortex regionalization,PAX6
miR-10b,GO:0021798~forebrain dorsal/ventral pattern formation,PAX6
miR-10b,GO:0021902~commitment of neuronal cell to specific neuron type in forebrain,PAX6
miR-10b,GO:0021905~forebrain-midbrain boundary formation,PAX6
miR-10b,GO:0021912~regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification,PAX6
miR-10b,GO:0021913~regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification,PAX6
miR-10b,GO:0021918~regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment,PAX6
miR-10b,GO:0021983~pituitary gland development,PAX6
miR-10b,GO:0021986~habenula development,PAX6
miR-10b,GO:0023019~signal transduction involved in regulation of gene expression,PAX6
miR-10b,GO:0030216~keratinocyte differentiation,PAX6
miR-10b,GO:0030334~regulation of cell migration,PAX6
miR-10b,GO:0030858~positive regulation of epithelial cell differentiation,PAX6
miR-10b,GO:0032808~lacrimal gland development,PAX6
miR-10b,GO:0033365~protein localization to organelle,PAX6
miR-10b,GO:0042462~eye photoreceptor cell development,PAX6
miR-10b,GO:0042593~glucose homeostasis,PAX6
miR-10b,GO:0045665~negative regulation of neuron differentiation,PAX6
miR-10b,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,PAX6
miR-10b,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,PAX6
miR-10b,GO:0048505~regulation of timing of cell differentiation,PAX6
miR-10b,GO:0048596~embryonic camera-type eye morphogenesis,PAX6
miR-10b,GO:0048663~neuron fate commitment,PAX6
miR-10b,GO:0048708~astrocyte differentiation,PAX6
miR-10b,GO:0050680~negative regulation of epithelial cell proliferation,PAX6
miR-10b,GO:0050768~negative regulation of neurogenesis,PAX6
miR-10b,GO:0060041~retina development in camera-type eye,PAX6
miR-10b,GO:0061072~iris morphogenesis,PAX6
miR-10b,GO:0061303~cornea development in camera-type eye,PAX6
miR-10b,GO:2000178~negative regulation of neural precursor cell proliferation<COMMA>,PAX6
miR-10b,GO:0006915~apoptotic process,PDCD4
miR-10b,GO:0007569~cell aging,PDCD4
miR-10b,GO:0034393~positive regulation of smooth muscle cell apoptotic process,PDCD4
miR-10b,GO:0043066~negative regulation of apoptotic process,PDCD4
miR-10b,GO:0043508~negative regulation of JUN kinase activity,PDCD4
miR-10b,GO:0045786~negative regulation of cell cycle,PDCD4
miR-10b,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,PDCD4
miR-10b,GO:1904761~negative regulation of myofibroblast differentiation<COMMA>,PDCD4
miR-10b,GO:0006812~cation transport,PIEZO1
miR-10b,GO:0033625~positive regulation of integrin activation,PIEZO1
miR-10b,GO:0033634~positive regulation of cell-cell adhesion mediated by integrin,PIEZO1
miR-10b,GO:0098655~cation transmembrane transport<COMMA>,PIEZO1
miR-10b,GO:0000070~mitotic sister chromatid segregation,PLK1
miR-10b,GO:0000086~G2/M transition of mitotic cell cycle,PLK1
miR-10b,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PLK1
miR-10b,GO:0000281~mitotic cytokinesis,PLK1
miR-10b,GO:0000910~cytokinesis,PLK1
miR-10b,GO:0001578~microtubule bundle formation,PLK1
miR-10b,GO:0006468~protein phosphorylation,PLK1
miR-10b,GO:0007062~sister chromatid cohesion,PLK1
miR-10b,GO:0007067~mitotic nuclear division,PLK1
miR-10b,GO:0007077~mitotic nuclear envelope disassembly,PLK1
miR-10b,GO:0007094~mitotic spindle assembly checkpoint,PLK1
miR-10b,GO:0007346~regulation of mitotic cell cycle,PLK1
miR-10b,GO:0008283~cell proliferation,PLK1
miR-10b,GO:0010800~positive regulation of peptidyl-threonine phosphorylation,PLK1
miR-10b,GO:0016321~female meiosis chromosome segregation,PLK1
miR-10b,GO:0016567~protein ubiquitination,PLK1
miR-10b,GO:0018105~peptidyl-serine phosphorylation,PLK1
miR-10b,GO:0030071~regulation of mitotic metaphase/anaphase transition,PLK1
miR-10b,GO:0031145~anaphase-promoting complex-dependent catabolic process,PLK1
miR-10b,GO:0031572~G2 DNA damage checkpoint,PLK1
miR-10b,GO:0031648~protein destabilization,PLK1
miR-10b,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,PLK1
miR-10b,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,PLK1
miR-10b,GO:0043066~negative regulation of apoptotic process,PLK1
miR-10b,GO:0043393~regulation of protein binding,PLK1
miR-10b,GO:0045143~homologous chromosome segregation,PLK1
miR-10b,GO:0045184~establishment of protein localization,PLK1
miR-10b,GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity,PLK1
miR-10b,GO:0045862~positive regulation of proteolysis,PLK1
miR-10b,GO:0051081~nuclear envelope disassembly,PLK1
miR-10b,GO:0051297~centrosome organization,PLK1
miR-10b,GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,PLK1
miR-10b,GO:0051439~regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,PLK1
miR-10b,GO:0051443~positive regulation of ubiquitin-protein transferase activity,PLK1
miR-10b,GO:0051726~regulation of cell cycle,PLK1
miR-10b,GO:0070194~synaptonemal complex disassembly,PLK1
miR-10b,GO:0071168~protein localization to chromatin,PLK1
miR-10b,GO:0090435~protein localization to nuclear envelope,PLK1
miR-10b,GO:1900182~positive regulation of protein localization to nucleus,PLK1
miR-10b,GO:1901673~regulation of mitotic spindle assembly,PLK1
miR-10b,GO:1902749~regulation of cell cycle G2/M phase transition,PLK1
miR-10b,GO:1904668~positive regulation of ubiquitin protein ligase activity<COMMA>,PLK1
miR-10b,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PPARA
