miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez Gene ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)
MIRT006631	hsa-miR-32-5p	Homo sapiens	MDM2	4193	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22431589
MIRT006632	hsa-miR-25-3p	Homo sapiens	MDM2	4193	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22431589
MIRT006219	hsa-miR-200c-3p	Homo sapiens	BRD7	29117	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//Western blot	Functional MTI	22015043
MIRT006220	hsa-miR-622	Homo sapiens	KRAS	3845	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22016468
MIRT006638	hsa-miR-519a-3p	Homo sapiens	TIMP1	7076	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409
MIRT006639	hsa-miR-519c-3p	Homo sapiens	TIMP2	7077	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409
MIRT006640	hsa-miR-519c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409
MIRT006641	hsa-miR-519c-3p	Homo sapiens	CDKN1A	1026	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409
MIRT006644	hsa-miR-214-3p	Homo sapiens	QKI	9444	Homo sapiens	Luciferase reporter assay	Functional MTI	22227154
MIRT006248	hsa-miR-223-3p	Homo sapiens	LIF	3976	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22080513
MIRT006249	hsa-miR-223-3p	Homo sapiens	SP3	6670	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22080513
MIRT006250	hsa-miR-29a-3p	Homo sapiens	NASP	4678	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22080513
MIRT006250	hsa-miR-29a-3p	Homo sapiens	NASP	4678	Homo sapiens	Luciferase reporter assay	Functional MTI	22194605
MIRT006251	hsa-miR-29b-3p	Homo sapiens	NASP	4678	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22080513
MIRT006646	hsa-miR-19a-3p	Homo sapiens	TLR2	7097	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22105995
MIRT006647	hsa-miR-19b-3p	Homo sapiens	TLR2	7097	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22105995
MIRT004043	hsa-miR-129-5p	Homo sapiens	SOX4	6659	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19887623
MIRT004043	hsa-miR-129-5p	Homo sapiens	SOX4	6659	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20331975
MIRT006648	hsa-miR-129-2-3p	Homo sapiens	SOX4	6659	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19887623
MIRT006649	hsa-miR-409-3p	Homo sapiens	ANG	283	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22531314
MIRT006650	hsa-miR-133b	Homo sapiens	FAIM	55179	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22532850
MIRT006651	hsa-miR-16-5p	Homo sapiens	NCOR2	9612	Homo sapiens	Luciferase reporter assay	Functional MTI	22292036
MIRT006653	hsa-miR-494-3p	Homo sapiens	ARNTL	406	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	21799909
MIRT006654	hsa-miR-142-3p	Homo sapiens	ARNTL	406	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	21799909
MIRT006654	hsa-miR-142-3p	Homo sapiens	ARNTL	406	Homo sapiens	Luciferase reporter assay	Functional MTI	22958478
MIRT006654	hsa-miR-142-3p	Homo sapiens	ARNTL	406	Homo sapiens	Luciferase reporter assay//QRTPCR//Western blot	Functional MTI	24928439
MIRT006655	hsa-miR-199a-3p	Homo sapiens	CAV2	858	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21807947
MIRT006657	hsa-miR-16-5p	Homo sapiens	Ccnd1	58919	Rattus norvegicus	Western blot	Functional MTI	20621999
MIRT006658	hsa-miR-15a-5p	Homo sapiens	Ccnd1	58919	Rattus norvegicus	Western blot	Functional MTI	20621999
MIRT006659	hsa-miR-132-3p	Homo sapiens	HBEGF	1839	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21853268
MIRT006659	hsa-miR-132-3p	Homo sapiens	HBEGF	1839	Homo sapiens	Luciferase reporter assay	Functional MTI	22310291
MIRT006660	hsa-miR-129-5p	Homo sapiens	UBE2F	140739	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	19887623
MIRT006661	hsa-miR-129-2-3p	Homo sapiens	UBE2F	140739	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	19887623
MIRT006662	hsa-miR-5787	Homo sapiens	ELF5	2001	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22062548
MIRT006663	hsa-miR-210-3p	Homo sapiens	VMP1	81671	Homo sapiens	Luciferase reporter assay//Microarray//Western blot	Functional MTI	22144109
MIRT006663	hsa-miR-210-3p	Homo sapiens	VMP1	81671	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24632577
MIRT006664	hsa-miR-34a-5p	Homo sapiens	AXL	558	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21814748
MIRT006664	hsa-miR-34a-5p	Homo sapiens	AXL	558	Homo sapiens	Reporter assay;Proteomics	Functional MTI	21566225
MIRT006665	hsa-miR-200a-3p	Homo sapiens	CCNE2	9134	Homo sapiens	Luciferase reporter assay	Functional MTI	22183793
MIRT006666	hsa-miR-200b-3p	Homo sapiens	CCNE2	9134	Homo sapiens	Luciferase reporter assay	Functional MTI	22183793
MIRT006667	hsa-miR-200c-3p	Homo sapiens	CCNE2	9134	Homo sapiens	Luciferase reporter assay	Functional MTI	22183793
MIRT006668	hsa-miR-150-5p	Homo sapiens	CXCR4	7852	Homo sapiens	FACS//Western blot	Functional MTI	22039399
MIRT006669	hsa-miR-346	Homo sapiens	TAP1	6890	Homo sapiens	Immunocytochemistry//In situ hybridization//qRT-PCR//Western blot	Functional MTI	22002058
MIRT006670	hsa-miR-200b-3p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006671	hsa-miR-200b-3p	Homo sapiens	XIAP	331	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006672	hsa-miR-200c-3p	Homo sapiens	XIAP	331	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006673	hsa-miR-200c-3p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006674	hsa-miR-429	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006675	hsa-miR-429	Homo sapiens	XIAP	331	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21993663
MIRT006678	hsa-miR-125b-5p	Homo sapiens	FGFR2	2263	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21412257
MIRT006679	hsa-miR-126-3p	Homo sapiens	SLC7A5	8140	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21439283
MIRT006679	hsa-miR-126-3p	Homo sapiens	SLC7A5	8140	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26054677
MIRT006680	hsa-miR-133a-3p	Homo sapiens	MSN	4478	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22266319
MIRT006681	hsa-miR-378a-3p	Homo sapiens	MSC	9242	Homo sapiens	Luciferase reporter assay	Functional MTI	21471220
MIRT006682	hsa-miR-223-3p	Homo sapiens	ARTN	9048	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21453483
MIRT006683	hsa-miR-296-5p	Homo sapiens	BBC3	27113	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633093
MIRT006684	hsa-miR-203a-3p	Homo sapiens	TJP2	9414	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22101077
MIRT006685	hsa-miR-595	Homo sapiens	PARD6A	50855	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22101077
MIRT006686	hsa-miR-483-3p	Homo sapiens	PARD3	56288	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22101077
MIRT006687	hsa-miR-155-5p	Homo sapiens	IL13RA1	3597	Homo sapiens	Luciferase reporter assay	Functional MTI	21097505
MIRT006688	hsa-miR-103a-3p	Homo sapiens	KLF4	9314	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22593189
MIRT006689	hsa-miR-17-5p	Homo sapiens	RND3	390	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22132820
MIRT006690	hsa-miR-103a-3p	Homo sapiens	DAPK1	1612	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22593189
MIRT006691	hsa-miR-107	Homo sapiens	DAPK1	1612	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22593189
MIRT006692	hsa-miR-107	Homo sapiens	KLF4	9314	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22593189
MIRT006693	hsa-miR-103a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Non-Functional MTI	22593189
MIRT006693	hsa-miR-103a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24828205
MIRT006694	hsa-miR-107	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Non-Functional MTI	22593189
MIRT006695	hsa-miR-30e-3p	Homo sapiens	NFKBIA	4792	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22156201
MIRT006696	hsa-miR-185-5p	Homo sapiens	DNMT1	1786	Homo sapiens	Immunoprecipitaion//Luciferase reporter assay//Microarray//Quantitative proteomic approach//Western blot	Functional MTI	21962230
MIRT006696	hsa-miR-185-5p	Homo sapiens	DNMT1	1786	Homo sapiens	Flow//Immunoprecipitaion//qRT-PCR//Western blot	Functional MTI	23846337
MIRT006696	hsa-miR-185-5p	Homo sapiens	DNMT1	1786	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	23318422
MIRT006698	hsa-miR-499a-5p	Homo sapiens	FOXO4	4303	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21934092
MIRT006699	hsa-miR-499a-5p	Homo sapiens	PDCD4	27250	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21934092
MIRT006704	hsa-miR-200a-3p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21914820
MIRT006709	hsa-miR-141-3p	Homo sapiens	PPARA	5465	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22479552
MIRT006711	hsa-miR-26a-5p	Homo sapiens	ABCA1	19	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	22673513
MIRT006712	hsa-miR-26a-5p	Homo sapiens	ARL4C	10123	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	22673513
MIRT006713	hsa-miR-26b-5p	Homo sapiens	ABCA1	19	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	22673513
MIRT006714	hsa-miR-484	Homo sapiens	FIS1	51024	Homo sapiens	ChIP-seq//Immunoblot//LacZ reporter assay//qRT-PCR	Functional MTI	22510686
MIRT006715	hsa-miR-26b-5p	Homo sapiens	ARL4C	10123	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	22673513
MIRT006716	hsa-miR-32-5p	Homo sapiens	SLC45A3	85414	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22521588
MIRT006718	hsa-miR-141-3p	Homo sapiens	NR0B2	8431	Homo sapiens	Luciferase reporter assay	Functional MTI	22314666
MIRT006719	hsa-miR-125b-5p	Homo sapiens	ARID3B	10620	Homo sapiens	Luciferase reporter assay	Functional MTI	22307404
MIRT006720	hsa-miR-625-5p	Homo sapiens	ILK	3611	Homo sapiens	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	22677169
MIRT006721	hsa-miR-191-5p	Homo sapiens	CDK6	1021	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22683624
MIRT006722	hsa-miR-191-5p	Homo sapiens	SATB1	6304	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22683624
MIRT006722	hsa-miR-191-5p	Homo sapiens	SATB1	6304	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23542418
MIRT006722	hsa-miR-191-5p	Homo sapiens	SATB1	6304	Homo sapiens	Immunoprecipitation//In situ hybridization//Luciferase assay//Microarray//Northern blot//QRTPCR//Western blot	Functional MTI	23505378
MIRT006723	hsa-miR-100-5p	Homo sapiens	BMPR2	659	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22684006
MIRT006724	hsa-miR-376a-3p	Homo sapiens	PIK3R1	5295	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22684007
MIRT006725	hsa-miR-129-2-3p	Homo sapiens	CCP110	9738	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22684256
MIRT006728	hsa-miR-222-3p	Homo sapiens	RECK	8434	Homo sapiens	Luciferase reporter assay	Functional MTI	22321642
MIRT006730	hsa-miR-141-3p	Homo sapiens	YWHAG	7532	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22537031
MIRT006731	hsa-miR-214-3p	Homo sapiens	TWIST1	7291	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22540680
MIRT006732	hsa-miR-663a	Homo sapiens	TCEAL1	9338	Homo sapiens	Luciferase reporter assay	Functional MTI	22249270
MIRT006733	hsa-miR-223-3p	Homo sapiens	FOXO1	2308	Homo sapiens	Flow//Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22569260
MIRT006733	hsa-miR-223-3p	Homo sapiens	FOXO1	2308	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762
MIRT006734	hsa-miR-372-3p	Homo sapiens	NFIB	4781	Homo sapiens	ELISA//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21608007
MIRT006735	hsa-miR-373-3p	Homo sapiens	NFIB	4781	Homo sapiens	ELISA//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21608007
MIRT003184	hsa-miR-210-3p	Homo sapiens	E2F3	1871	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18059191
MIRT003184	hsa-miR-210-3p	Homo sapiens	E2F3	1871	Homo sapiens	Luciferase reporter assay	Functional MTI	21465485
MIRT003184	hsa-miR-210-3p	Homo sapiens	E2F3	1871	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23028679
MIRT006741	hsa-miR-16-1-3p	Homo sapiens	CCNE1	898	Homo sapiens	Luciferase reporter assay	Functional MTI	19944013
MIRT006742	hsa-miR-19b-3p	Homo sapiens	PRKAA1	5562	Homo sapiens	Luciferase reporter assay	Functional MTI	20190740
MIRT006743	hsa-miR-19b-3p	Homo sapiens	PPP2R5E	5529	Homo sapiens	Luciferase reporter assay	Functional MTI	20190740
MIRT006744	hsa-miR-138-5p	Homo sapiens	HIF1A	3091	Homo sapiens	Luciferase reporter assay	Functional MTI	21875287
MIRT006744	hsa-miR-138-5p	Homo sapiens	HIF1A	3091	Homo sapiens	Luciferase reporter assay	Functional MTI	23389731
MIRT006745	hsa-miR-22-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916
MIRT006746	hsa-miR-25-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916
MIRT006747	hsa-miR-145-5p	Homo sapiens	SWAP70	23075	Homo sapiens	Luciferase reporter assay//Reporter assay;Western blot;qRT-PCR	Functional MTI	21360565
MIRT006747	hsa-miR-145-5p	Homo sapiens	SWAP70	23075	Homo sapiens	Reporter assay;Microarray	Functional MTI	21351259
MIRT006748	hsa-miR-218-5p	Homo sapiens	SOST	50964	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006748	hsa-miR-218-5p	Homo sapiens	SOST	50964	Homo sapiens	Luciferase reporter assay	Functional MTI	23060446
MIRT006749	hsa-miR-218-5p	Homo sapiens	SFRP2	6423	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006749	hsa-miR-218-5p	Homo sapiens	SFRP2	6423	Homo sapiens	Luciferase reporter assay	Functional MTI	23060446
MIRT006749	hsa-miR-218-5p	Homo sapiens	SFRP2	6423	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24091133
MIRT006750	hsa-miR-15b-5p	Homo sapiens	AXIN2	8313	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006751	hsa-miR-16-5p	Homo sapiens	AXIN2	8313	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006752	hsa-miR-107	Homo sapiens	AXIN2	8313	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006753	hsa-miR-29b-3p	Homo sapiens	GSK3B	2932	Homo sapiens	Luciferase reporter assay	Functional MTI	21501592
MIRT006754	hsa-miR-20a-5p	Homo sapiens	PPARG	5468	Homo sapiens	Luciferase reporter assay	Functional MTI	21743293
MIRT006755	hsa-miR-20a-5p	Homo sapiens	BAMBI	25805	Homo sapiens	Luciferase reporter assay	Functional MTI	21743293
MIRT006756	hsa-miR-20a-5p	Homo sapiens	CRIM1	51232	Homo sapiens	Luciferase reporter assay	Functional MTI	21743293
MIRT006757	hsa-miR-143-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay	Functional MTI	21790228
MIRT006757	hsa-miR-143-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24105952
MIRT006759	hsa-miR-378a-3p	Homo sapiens	CYP19A1	1588	Homo sapiens	Luciferase reporter assay	Functional MTI	21846797
MIRT006760	hsa-miR-30a-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633953
MIRT006760	hsa-miR-30a-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//QRTPCR//Western blot	Functional MTI	24954667
MIRT006760	hsa-miR-30a-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23831330
MIRT006761	hsa-miR-30b-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633953
MIRT006762	hsa-miR-30c-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633953
MIRT006763	hsa-miR-30d-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633953
MIRT006764	hsa-miR-30e-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21633953
MIRT006765	hsa-miR-100-5p	Homo sapiens	CTDSPL	10217	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	21643017
MIRT006766	hsa-miR-372-3p	Homo sapiens	CDK2	1017	Homo sapiens	FACS//GFP reporter assay//qRT-PCR//Western blot	Functional MTI	21646351
MIRT006766	hsa-miR-372-3p	Homo sapiens	CDK2	1017	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	23479742
MIRT006767	hsa-miR-372-3p	Homo sapiens	CCNA1	8900	Homo sapiens	FACS//GFP reporter assay//qRT-PCR//Western blot	Functional MTI	21646351
MIRT006768	hsa-miR-125a-3p	Homo sapiens	GPC4	2239	Homo sapiens	Luciferase reporter assay	Functional MTI	22644326
MIRT006769	hsa-miR-200c-3p	Homo sapiens	TIMP2	7077	Homo sapiens	Luciferase reporter assay	Functional MTI	22685266
MIRT006770	hsa-miR-200c-3p	Homo sapiens	FBLN5	10516	Homo sapiens	Luciferase reporter assay	Functional MTI	22685266
MIRT006770	hsa-miR-200c-3p	Homo sapiens	FBLN5	10516	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22569286
MIRT006771	hsa-miR-200c-3p	Homo sapiens	VEGFA	7422	Homo sapiens	Luciferase reporter assay	Functional MTI	22685266
MIRT006771	hsa-miR-200c-3p	Homo sapiens	VEGFA	7422	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22569286
MIRT006772	hsa-miR-20a-5p	Homo sapiens	MAP2K3	5606	Homo sapiens	Luciferase reporter assay	Functional MTI	22696064
MIRT006773	hsa-miR-200c-3p	Homo sapiens	NCAM1	4684	Homo sapiens	Luciferase reporter assay	Functional MTI	22707408
MIRT006774	hsa-miR-145-5p	Homo sapiens	ESR1	2099	Homo sapiens	Luciferase reporter assay	Functional MTI	19730444
MIRT006775	hsa-miR-375	Homo sapiens	SP1	6667	Homo sapiens	Luciferase reporter assay	Functional MTI	21945323
MIRT006775	hsa-miR-375	Homo sapiens	SP1	6667	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23435408
MIRT002604	hsa-miR-124-3p	Homo sapiens	CTGF	1490	Homo sapiens	Luciferase reporter assay	Functional MTI	22085528
MIRT006776	hsa-miR-124-3p	Homo sapiens	ROCK1	6093	Homo sapiens	Luciferase reporter assay	Functional MTI	22085528
MIRT006776	hsa-miR-124-3p	Homo sapiens	ROCK1	6093	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25169484
MIRT006776	hsa-miR-124-3p	Homo sapiens	ROCK1	6093	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	23936026
MIRT002922	hsa-miR-124-3p	Homo sapiens	RHOG	391	Homo sapiens	Luciferase reporter assay	Functional MTI	22085528
MIRT006777	hsa-miR-7-5p	Homo sapiens	PIK3CD	5293	Homo sapiens	Luciferase reporter assay	Functional MTI	22234835
MIRT006778	hsa-miR-198	Homo sapiens	MET	4233	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21658389
MIRT006779	hsa-miR-96-5p	Homo sapiens	REV1	51455	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22761336
MIRT006780	hsa-miR-96-5p	Homo sapiens	RAD51	5888	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22761336
MIRT006781	hsa-miR-9-5p	Homo sapiens	AP3B1	8546	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22761433
MIRT006782	hsa-miR-9-5p	Homo sapiens	CCNG1	900	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22761433
MIRT006784	hsa-miR-205-5p	Homo sapiens	EGLN2	112398	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22859986
